,Cust_Id,NPS_Score,NPS_Category,Timely_delivery,No_of_calls_in_an_Order,Loyalty_Years,C_Marital_Status,Tier_City,Mode_of_Payment,No_of_Items_in_Order,Gender,Order_Mode,Score_on_Food_Quality,Score_on_Order_Logistics,Menu_Presentation_Score,Score_on_Recommendations,Score_on_Delivery_Person_Friendliness,lab
1436,1437,7,Passives,N,4,6,Married,Tier3,Card,6,M,call,4,9,4,9,4,2
1447,1448,0,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,4,F,call,1,10,5,5,5,2
1450,1451,6,Detractor,N,4,9,Married,Tier2,Cash,7,M,call,1,9,4,5,6,2
1454,1455,7,Passives,Y,4,6,Married,Tier3,Cash,5,M,call,4,5,6,2,1,2
1459,1460,7,Passives,N,4,5,Not Married,Tier2,Ziggy Credit,6,F,m-comm,8,6,8,4,3,2
1462,1463,7,Passives,Y,4,8,Married,Tier2,Cash,3,M,m-comm,2,10,7,9,6,2
1466,1467,7,Passives,N,4,7,Married,Tier3,Cash,5,M,call,7,6,7,4,1,2
1469,1470,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,2,F,call,7,10,9,3,5,2
1471,1472,6,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,4,F,call,6,6,9,5,6,2
1477,1478,1,Detractor,N,4,3,Not Married,Tier2,e-Wallet,2,F,call,9,6,7,2,4,2
1488,1489,2,Detractor,N,4,2,Married,Tier1,Card,7,M,call,7,10,5,8,2,2
1491,1492,1,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,7,F,call,10,8,10,1,2,2
1495,1496,0,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,3,F,call,3,7,6,8,2,2
1497,1498,7,Passives,N,4,5,Not Married,Tier1,e-Wallet,4,F,e-comm,1,10,6,5,2,2
1504,1505,1,Detractor,N,4,4,Married,Tier2,Card,2,M,call,10,7,6,5,4,2
1505,1506,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,3,F,call,6,9,8,4,4,2
1509,1510,5,Detractor,N,4,9,Not Married,Tier1,e-Wallet,1,F,call,1,9,9,5,3,2
1511,1512,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,6,F,call,6,8,4,7,6,2
1514,1515,7,Passives,N,4,1,Married,Tier3,Cash,3,M,call,4,9,3,1,4,2
1516,1517,3,Detractor,N,4,10,Married,Tier2,Card,6,M,call,4,10,4,1,4,2
1518,1519,6,Detractor,N,4,6,Married,Tier1,Cash,5,M,call,2,10,7,4,6,2
1520,1521,7,Passives,N,4,7,Married,Tier3,Card,6,M,call,6,9,4,1,3,2
1521,1522,8,Passives,N,4,3,Not Married,Tier1,e-Wallet,2,F,e-comm,8,8,4,5,3,2
1522,1523,6,Detractor,N,4,2,Married,Tier2,Cash,5,M,call,7,10,5,5,5,2
1528,1529,5,Detractor,N,4,1,Married,Tier2,Card,3,M,call,10,7,8,1,3,2
1529,1530,7,Passives,N,4,9,Not Married,Tier3,e-Wallet,6,F,call,6,10,2,9,2,2
1530,1531,1,Detractor,N,4,2,Married,Tier1,Cash,2,M,call,10,9,7,8,1,2
1531,1532,5,Detractor,N,4,3,Not Married,Tier2,Ziggy Credit,3,F,call,8,9,4,10,6,2
1537,1538,7,Passives,N,4,3,Not Married,Tier2,e-Wallet,3,F,m-comm,9,10,8,10,2,2
1543,1544,1,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,2,F,call,10,9,8,1,1,2
1545,1546,6,Detractor,N,4,7,Not Married,Tier1,e-Wallet,6,F,call,8,7,5,2,3,2
1547,1548,7,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,3,F,call,7,7,8,7,4,2
1553,1554,7,Passives,N,4,3,Not Married,Tier3,e-Wallet,1,F,call,6,9,9,5,4,2
1554,1555,4,Detractor,N,4,9,Married,Tier1,Cash,5,M,call,4,10,8,5,3,2
1559,1560,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,4,F,call,6,6,9,6,3,2
1561,1562,2,Detractor,N,4,7,Not Married,Tier2,e-Wallet,2,F,call,9,9,6,9,6,2
1562,1563,7,Passives,N,4,9,Married,Tier3,Cash,4,M,call,5,6,2,8,4,2
1564,1565,7,Passives,Y,4,7,Married,Tier2,Card,6,M,m-comm,9,10,6,8,2,2
1567,1568,1,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,5,F,call,8,9,2,5,5,2
1568,1569,7,Passives,N,4,4,Married,Tier3,Card,4,M,call,7,10,7,6,4,2
1569,1570,8,Passives,N,4,9,Not Married,Tier1,e-Wallet,1,F,e-comm,7,9,2,8,6,2
1571,1572,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,1,F,call,4,10,9,8,7,2
1573,1574,0,Detractor,N,4,8,Not Married,Tier2,e-Wallet,1,F,call,1,9,10,10,1,2
1576,1577,3,Detractor,N,4,9,Married,Tier2,Card,5,M,call,8,6,4,1,5,2
1582,1583,5,Detractor,N,4,2,Married,Tier2,Cash,3,M,call,8,7,4,8,6,2
1587,1588,4,Detractor,N,4,7,Not Married,Tier1,Ziggy Credit,3,F,call,10,10,2,4,2,2
1588,1589,0,Detractor,N,4,10,Married,Tier2,Card,7,M,call,4,9,1,4,2,2
1589,1590,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,7,F,call,5,8,2,5,2,2
1590,1591,5,Detractor,N,4,7,Married,Tier1,Cash,7,M,call,3,5,10,2,4,2
1595,1596,7,Passives,N,4,6,Not Married,Tier3,Ziggy Credit,4,F,call,7,10,9,9,5,2
1602,1603,8,Passives,Y,4,9,Married,Tier1,Cash,6,M,e-comm,3,10,4,1,5,2
1604,1605,7,Passives,N,4,10,Married,Tier3,Card,7,M,call,5,10,4,1,3,2
1605,1606,5,Detractor,N,4,8,Not Married,Tier1,e-Wallet,1,F,call,7,7,6,5,4,2
1607,1608,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,6,F,call,4,7,8,4,3,2
1616,1617,7,Passives,N,4,8,Married,Tier3,Card,1,M,call,8,8,6,10,7,2
1617,1618,3,Detractor,N,4,5,Not Married,Tier1,e-Wallet,1,F,call,7,7,8,10,3,2
1619,1620,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,7,F,call,5,8,8,6,2,2
1620,1621,2,Detractor,N,4,8,Married,Tier1,Card,4,M,call,1,6,10,4,4,2
1633,1634,6,Detractor,N,4,9,Not Married,Tier2,e-Wallet,1,F,call,3,9,8,9,6,2
1634,1635,7,Passives,N,4,9,Married,Tier3,Cash,5,M,call,6,10,2,8,1,2
1636,1637,2,Detractor,N,4,2,Married,Tier2,Card,1,M,call,2,8,10,9,3,2
1638,1639,6,Detractor,N,4,6,Married,Tier1,Cash,6,M,call,6,8,3,2,5,2
1639,1640,1,Detractor,N,4,6,Not Married,Tier2,Ziggy Credit,3,F,call,8,8,9,8,3,2
1640,1641,7,Passives,N,4,6,Married,Tier3,Card,2,M,call,5,10,2,10,5,2
1641,1642,2,Detractor,N,4,3,Not Married,Tier1,e-Wallet,4,F,call,3,7,6,3,5,2
1642,1643,4,Detractor,N,4,6,Married,Tier2,Cash,6,M,call,9,9,3,2,5,2
1644,1645,0,Detractor,N,4,10,Married,Tier1,Card,2,M,call,8,8,5,6,5,2
1647,1648,4,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,1,F,call,8,9,4,3,6,2
1648,1649,3,Detractor,N,4,7,Married,Tier2,Card,7,M,call,10,10,3,8,4,2
1652,1653,7,Passives,N,4,5,Married,Tier3,Card,3,M,call,7,9,3,5,6,2
1654,1655,4,Detractor,N,4,9,Married,Tier2,Cash,1,M,call,2,6,9,8,4,2
1659,1660,5,Detractor,N,4,1,Not Married,Tier1,Ziggy Credit,3,F,call,4,6,2,2,1,2
1661,1662,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,3,F,call,8,9,2,10,2,2
1665,1666,2,Detractor,N,4,4,Not Married,Tier1,e-Wallet,1,F,call,2,9,1,4,3,2
1667,1668,7,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,6,F,call,6,8,4,9,1,2
1669,1670,2,Detractor,N,4,3,Not Married,Tier2,e-Wallet,4,F,call,4,9,5,1,2,2
1670,1671,7,Passives,N,4,9,Married,Tier3,Cash,4,M,call,5,9,1,9,3,2
1673,1674,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,2,F,call,7,8,10,8,2,2
1675,1676,0,Detractor,N,4,3,Not Married,Tier2,Ziggy Credit,6,F,call,8,8,2,5,3,2
1676,1677,7,Passives,Y,4,1,Married,Tier3,Card,2,M,call,6,9,5,2,7,2
1679,1680,7,Passives,N,4,6,Not Married,Tier3,Ziggy Credit,3,F,call,5,8,7,6,2,2
1680,1681,3,Detractor,N,4,10,Married,Tier1,Card,2,M,call,10,6,5,3,6,2
1681,1682,5,Detractor,N,4,2,Not Married,Tier2,e-Wallet,7,F,call,5,6,10,3,2,2
1685,1686,7,Passives,Y,4,9,Not Married,Tier3,e-Wallet,7,F,call,7,8,6,8,4,2
1690,1691,8,Passives,Y,4,6,Married,Tier2,Cash,2,M,m-comm,5,10,9,4,2,2
1691,1692,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,3,F,call,7,10,1,4,2,2
1692,1693,7,Passives,Y,4,1,Married,Tier1,Card,1,M,e-comm,2,8,7,2,2,2
1693,1694,7,Passives,N,4,8,Not Married,Tier2,e-Wallet,5,F,m-comm,9,5,7,1,1,2
1696,1697,6,Detractor,N,4,2,Married,Tier2,Card,3,M,call,9,10,6,3,2,2
1701,1702,3,Detractor,N,4,7,Not Married,Tier1,e-Wallet,7,F,call,7,7,5,7,4,2
1702,1703,2,Detractor,N,4,10,Married,Tier2,Cash,5,M,call,1,10,6,2,6,2
1703,1704,7,Passives,Y,4,4,Not Married,Tier3,Ziggy Credit,7,F,call,7,10,6,10,6,2
1705,1706,2,Detractor,N,4,5,Not Married,Tier2,e-Wallet,6,F,call,9,10,7,6,3,2
